Trait1	Trait2	RatioModified1	RatioModified2	OverlapProteins	OverlapProteoforms	Difference
AutoimmuneDiseases	MyocardialInfarction	0.346939	0.418182	1	5	4
AutoimmuneDiseases	PlateletFunctionTests	0.346939	0.321212	3	4	1
AutoimmuneDiseases	Psoriasis	0.346939	0.222222	24	38	14
AutoimmuneDiseases	RhinitisAllergicSeasonal	0.346939	0.285714	1	5	4
AutoimmuneDiseases	SclerodermaSystemic	0.346939	0.205882	3	6	3
AutoimmuneDiseases	SpondylitisAnkylosing	0.346939	0.295455	21	34	13
AutoimmuneDiseases	ThyroidDiseases	0.346939	0.333333	22	35	13
AutoimmuneDiseases	ThyroidNeoplasms	0.346939	0.444444	1	5	4
AutoimmuneDiseases	UveomeningoencephaliticSyndrome	0.346939	0.0625	1	2	1
AutoimmuneDiseases	WaistCircumference	0.346939	0.571429	1	5	4
AutoimmuneDiseases	blood	0.346939	0.166667	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	Aorta	0.272727	0.619048	2	3	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	Asthma	0.272727	0.229885	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	0.272727	0.272727	9	11	2
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	C_ReactiveProtein	0.272727	0.11194	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	Cholesterol	0.272727	0.231527	2	3	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	CholesterolLDL	0.272727	0.366102	2	3	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	CognitionDisorders	0.272727	0.230769	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	CognitiveDysfunction	0.272727	0.212121	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	Echocardiography	0.272727	0.349398	2	3	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	Hip	0.272727	0.439114	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	Longevity	0.272727	0.26087	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	MacularDegeneration	0.272727	0.454545	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	MyocardialInfarction	0.272727	0.418182	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	PolychlorinatedBiphenyls	0.272727	0.357143	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	TumorNecrosisFactors	0.272727	0.8	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	UricAcid	0.272727	0.325581	1	2	1
Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	lipoproteinA_I	0.272727	0.227273	1	2	1
Betaine	Angiography	0.25	0.285714	3	4	1
Betaine	Betaine	0.25	0.25	3	4	1
BipolarDisorder	AntipsychoticAgents	0.313253	0.111111	3	4	1
BipolarDisorder	ArthritisRheumatoid	0.313253	0.208633	4	5	1
BipolarDisorder	AtrialFibrillation	0.313253	0.229167	1	2	1
BipolarDisorder	AttentionDeficitDisorderwithHyperactivity	0.313253	0.272727	16	18	2
BipolarDisorder	Autoantibodies	0.313253	0.4	1	2	1
BipolarDisorder	BipolarDisorder	0.313253	0.313253	58	83	25
BipolarDisorder	BloodPressure	0.313253	0.289116	7	9	2
BipolarDisorder	BodyMassIndex	0.313253	0.365989	5	7	2
BipolarDisorder	BoneDensity	0.313253	0.231405	3	9	6
BipolarDisorder	BreastNeoplasms	0.313253	0.298319	3	5	2
BipolarDisorder	C_ReactiveProtein	0.313253	0.11194	3	4	1
BipolarDisorder	ChildDevelopmentDisordersPervasive	0.313253	0.166667	13	15	2
BipolarDisorder	CholangitisSclerosing	0.313253	0.40625	2	3	1
BipolarDisorder	Cholesterol	0.313253	0.231527	4	6	2
BipolarDisorder	CholesterolHDL	0.313253	0.253472	3	4	1
BipolarDisorder	CholesterolLDL	0.313253	0.366102	4	5	1
BipolarDisorder	ClinicalLaboratoryTechniques	0.313253	0.2	1	2	1
BipolarDisorder	CognitionDisorders	0.313253	0.230769	2	3	1
BipolarDisorder	CognitiveDysfunction	0.313253	0.212121	2	3	1
BipolarDisorder	ColorectalNeoplasms	0.313253	0.296296	1	2	1
BipolarDisorder	CoronaryDisease	0.313253	0.338983	1	2	1
BipolarDisorder	CrohnDisease	0.313253	0.254826	2	3	1
BipolarDisorder	Cytokines	0.313253	0.571429	2	3	1
BipolarDisorder	DentalCaries	0.313253	0.411765	1	2	1
BipolarDisorder	DepressiveDisorder	0.313253	0.152778	23	28	5
BipolarDisorder	DiabetesMellitus	0.313253	0.244444	1	2	1
BipolarDisorder	DiabetesMellitusType2	0.313253	0.149425	1	2	1
BipolarDisorder	DrugResistance	0.313253	0.111111	2	3	1
BipolarDisorder	Electrocardiography	0.313253	0.3	6	7	1
BipolarDisorder	Glucose	0.313253	0.244898	1	2	1
BipolarDisorder	GlucoseToleranceTest	0.313253	0.166667	1	2	1
BipolarDisorder	HeartFailure	0.313253	0.209302	1	2	1
BipolarDisorder	Hematocrit	0.313253	0.317073	2	3	1
BipolarDisorder	Hip	0.313253	0.439114	2	3	1
BipolarDisorder	HodgkinDisease	0.313253	0.108108	2	3	1
BipolarDisorder	Insulin	0.313253	0.0882353	1	2	1
BipolarDisorder	Leprosy	0.313253	0.0425532	2	3	1
BipolarDisorder	Lithium	0.313253	0.3	7	9	2
BipolarDisorder	Metabolism	0.313253	0.375839	2	3	1
BipolarDisorder	MigraineDisorders	0.313253	0.211538	4	6	2
BipolarDisorder	Mortality	0.313253	0.23913	1	2	1
BipolarDisorder	Myopia	0.313253	0.52381	2	3	1
BipolarDisorder	Neoplasms	0.313253	0.207547	1	2	1
BipolarDisorder	Neuroticism	0.313253	0.185185	2	3	1
BipolarDisorder	Prognosis	0.313253	0.6	1	2	1
BipolarDisorder	PsychiatricStatusRatingScales	0.313253	0.5	1	2	1
BipolarDisorder	PsychotropicDrugs	0.313253	0.25	6	8	2
BipolarDisorder	Schizophrenia	0.313253	0.396783	26	31	5
BipolarDisorder	Stroke	0.313253	0.178571	3	4	1
BipolarDisorder	Survival	0.313253	0.238095	2	3	1
BipolarDisorder	Triglycerides	0.313253	0.279279	2	3	1
BipolarDisorder	UrinaryIncontinence	0.313253	0.333333	1	2	1
BipolarDisorder	VaccinePotency	0.313253	0.49375	2	3	1
BipolarDisorder	WaistCircumference	0.313253	0.571429	1	2	1
BipolarDisorder	hemoglobinA1cproteinhuman	0.313253	0.0526316	2	3	1
BipolarDisorder	olanzapine	0.313253	0.2	1	2	1
BloodCells	3_hydroxy_1_methylpropylmercapturicacid	0.285714	0.166667	1	2	1
BloodCells	AminoAcids	0.285714	0.147059	1	2	1
BloodCells	BloodCells	0.285714	0.285714	5	7	2
BloodCells	BodyHeight	0.285714	0.339093	2	3	1
BloodCells	CarotidArteryDiseases	0.285714	0.266667	1	2	1
BloodCells	CholesterolHDL	0.285714	0.253472	1	2	1
BloodCells	CholesterolLDL	0.285714	0.366102	1	2	1
BloodCells	GastrointestinalMicrobiome	0.285714	0.240506	1	2	1
BloodCells	HemoglobinAGlycosylated	0.285714	0.285714	1	2	1
BloodCells	Mortality	0.285714	0.23913	1	2	1
BloodCells	MyastheniaGravis	0.285714	0.2	1	2	1
BloodCells	PlateletFunctionTests	0.285714	0.321212	2	3	1
BloodCells	Smoking	0.285714	0.258824	1	2	1
BloodCells	UricAcid	0.285714	0.325581	1	2	1
BloodCoagulationFactors	BloodCoagulationFactors	0.25	0.25	19	24	5
BloodCoagulationFactors	FactorVII	0.25	0.4	1	3	2
BloodCoagulationFactors	PartialThromboplastinTime	0.25	0.307692	1	3	2
BloodCoagulationFactors	fibrinogenDfragment	0.25	0.444444	1	2	1
BloodPressure	1_Alkyl_2_acetylglycerophosphocholineEsterase	0.289116	0.333333	4	7	3
BloodPressure	3_hydroxy_1_methylpropylmercapturicacid	0.289116	0.166667	3	5	2
BloodPressure	AdenocarcinomaOfEsophagus	0.289116	0.1875	1	2	1
BloodPressure	Age_RelatedHearingImpairment1	0.289116	0.234375	4	5	1
BloodPressure	AgeofOnset	0.289116	0.297297	5	16	11
BloodPressure	AlanineTransaminase	0.289116	0.1	1	2	1
BloodPressure	AlcoholDrinking	0.289116	0.189189	7	9	2
BloodPressure	AlzheimerDisease	0.289116	0.246154	5	16	11
BloodPressure	ArterialPressure	0.289116	0.176471	32	35	3
BloodPressure	ArthritisRheumatoid	0.289116	0.208633	5	6	1
BloodPressure	AspartateAminotransferases	0.289116	0.142857	2	3	1
BloodPressure	Asthma	0.289116	0.229885	3	4	1
BloodPressure	AtrialFibrillation	0.289116	0.229167	27	37	10
BloodPressure	AttentionDeficitDisorderwithHyperactivity	0.289116	0.272727	5	6	1
BloodPressure	Autoantibodies	0.289116	0.4	3	5	2
BloodPressure	BipolarDisorder	0.289116	0.313253	7	9	2
BloodPressure	BloodPressure	0.289116	0.289116	207	294	87
BloodPressure	BodyHeight	0.289116	0.339093	14	18	4
BloodPressure	BodyMassIndex	0.289116	0.365989	44	60	16
BloodPressure	BodyWeight	0.289116	0.335878	11	24	13
BloodPressure	BreastNeoplasms	0.289116	0.298319	9	12	3
BloodPressure	BronchodilatorAgents	0.289116	0.172932	12	15	3
BloodPressure	C_ReactiveProtein	0.289116	0.11194	18	19	1
BloodPressure	CarcinomaNon_Small_CellLung	0.289116	0.3	2	6	4
BloodPressure	CardiovascularDiseases	0.289116	0.410256	5	6	1
BloodPressure	CerebrospinalFluid	0.289116	0.351648	2	4	2
BloodPressure	ChildDevelopmentDisordersPervasive	0.289116	0.166667	4	5	1
BloodPressure	CholangitisSclerosing	0.289116	0.40625	2	3	1
BloodPressure	Cholesterol	0.289116	0.231527	34	50	16
BloodPressure	CholesterolHDL	0.289116	0.253472	50	79	29
BloodPressure	CholesterolLDL	0.289116	0.366102	19	28	9
BloodPressure	CleftLip	0.289116	0.40625	2	4	2
BloodPressure	CleftPalate	0.289116	0.419355	2	4	2
BloodPressure	ClinicalLaboratoryTechniques	0.289116	0.2	1	2	1
BloodPressure	Cognition	0.289116	0.375	1	3	2
BloodPressure	CognitionDisorders	0.289116	0.230769	2	3	1
BloodPressure	CognitiveDysfunction	0.289116	0.212121	2	3	1
BloodPressure	ColitisUlcerative	0.289116	0.298507	5	7	2
BloodPressure	ColorectalNeoplasms	0.289116	0.296296	6	7	1
BloodPressure	CoronaryArteryDisease	0.289116	0.5	7	10	3
BloodPressure	CoronaryDisease	0.289116	0.338983	31	42	11
BloodPressure	CrohnDisease	0.289116	0.254826	7	8	1
BloodPressure	Crown_RumpLength	0.289116	0.5	1	2	1
BloodPressure	DepressiveDisorder	0.289116	0.152778	10	12	2
BloodPressure	DiabetesMellitus	0.289116	0.244444	27	37	10
BloodPressure	DiabetesMellitusType1	0.289116	0.264706	4	5	1
BloodPressure	DiabetesMellitusType2	0.289116	0.149425	5	7	2
BloodPressure	Diet	0.289116	0.25	2	3	1
BloodPressure	Echocardiography	0.289116	0.349398	11	23	12
BloodPressure	EicosapentaenoicAcid	0.289116	0.285714	2	3	1
BloodPressure	Electrocardiography	0.289116	0.3	41	58	17
BloodPressure	EsophagealNeoplasms	0.289116	0.230769	3	4	1
BloodPressure	ForcedExpiratoryVolume	0.289116	0.181818	8	10	2
BloodPressure	FrontotemporalDementia	0.289116	0.25	1	2	1
BloodPressure	GastrointestinalMicrobiome	0.289116	0.240506	3	4	1
BloodPressure	Glucose	0.289116	0.244898	32	47	15
BloodPressure	GlucoseToleranceTest	0.289116	0.166667	2	3	1
BloodPressure	HeartFailure	0.289116	0.209302	27	37	10
BloodPressure	HeartRate	0.289116	0.272727	7	8	1
BloodPressure	Hematocrit	0.289116	0.317073	33	49	16
BloodPressure	HemoglobinAGlycosylated	0.289116	0.285714	1	2	1
BloodPressure	Hemoglobins	0.289116	0.35	7	8	1
BloodPressure	Hip	0.289116	0.439114	18	34	16
BloodPressure	Hypertension	0.289116	0.0857143	19	20	1
BloodPressure	Hypertriglyceridemia	0.289116	0.214286	5	7	2
BloodPressure	InflammatoryBowelDiseases	0.289116	0.301471	8	9	1
BloodPressure	Insulin	0.289116	0.0882353	4	5	1
BloodPressure	Insulin_LikeGrowthFactorBindingProtein3	0.289116	0.444444	1	2	1
BloodPressure	Interferon_alpha	0.289116	0.166667	1	2	1
BloodPressure	Intra_AbdominalFat	0.289116	0.166667	1	2	1
BloodPressure	IntraocularPressure	0.289116	0.333333	1	2	1
BloodPressure	JointInstability	0.289116	0.571429	1	12	11
BloodPressure	LeukemiaLymphocyticChronicB_Cell	0.289116	0.191176	1	2	1
BloodPressure	LifeExpectancy	0.289116	0.25	1	2	1
BloodPressure	Lipids	0.289116	0.303571	14	20	6
BloodPressure	Lipoproteins	0.289116	0.727273	9	14	5
BloodPressure	LiverCirrhosisBiliary	0.289116	0.216667	5	8	3
BloodPressure	LungVolumeMeasurements	0.289116	0.219178	9	11	2
BloodPressure	LupusErythematosusSystemic	0.289116	0.255605	5	6	1
BloodPressure	MacularDegeneration	0.289116	0.454545	9	10	1
BloodPressure	MetabolicSyndromeX	0.289116	0.342857	7	11	4
BloodPressure	Metabolism	0.289116	0.375839	12	17	5
BloodPressure	MigraineDisorders	0.289116	0.211538	8	10	2
BloodPressure	Mortality	0.289116	0.23913	29	39	10
BloodPressure	MyocardialInfarction	0.289116	0.418182	7	8	1
BloodPressure	Myopia	0.289116	0.52381	2	3	1
BloodPressure	Neoplasms	0.289116	0.207547	27	37	10
BloodPressure	Neuroticism	0.289116	0.185185	1	2	1
BloodPressure	OpticDisk	0.289116	0.446809	3	5	2
BloodPressure	ParkinsonDisease	0.289116	0.276596	2	4	2
BloodPressure	PlateletCount	0.289116	0.150943	4	6	2
BloodPressure	PlateletFunctionTests	0.289116	0.321212	18	21	3
BloodPressure	PotassiumDietary	0.289116	0.333333	2	3	1
BloodPressure	PsychoticDisorders	0.289116	0.785714	1	12	11
BloodPressure	PsychotropicDrugs	0.289116	0.25	2	3	1
BloodPressure	PulmonaryDiseaseChronicObstructive	0.289116	0.0909091	7	8	1
BloodPressure	Schizophrenia	0.289116	0.396783	19	25	6
BloodPressure	Selenium	0.289116	0.25	2	4	2
BloodPressure	Smoking	0.289116	0.258824	14	21	7
BloodPressure	Stroke	0.289116	0.178571	32	43	11
BloodPressure	Survival	0.289116	0.238095	2	3	1
BloodPressure	TetralogyofFallot	0.289116	0.5	1	2	1
BloodPressure	Tonsillectomy	0.289116	0.128571	4	6	2
BloodPressure	Triglycerides	0.289116	0.279279	41	69	28
BloodPressure	VascularCalcification	0.289116	0.232558	6	9	3
BloodPressure	VenousThromboembolism	0.289116	0.125	4	6	2
BloodPressure	WaistCircumference	0.289116	0.571429	4	5	1
BloodPressure	WetMacularDegeneration	0.289116	0.453125	7	8	1
BloodPressure	apolipoproteinA_IV	0.289116	0.25	1	2	1
BloodPressure	hemoglobinA1cproteinhuman	0.289116	0.0526316	2	3	1
BloodPressure	olanzapine	0.289116	0.2	1	2	1
BloodPressure	oxidizedlowdensitylipoprotein	0.289116	0.75	1	4	3
BodyComposition	AlzheimerDisease	0.333333	0.246154	1	2	1
BodyComposition	AttentionDeficitDisorderwithHyperactivity	0.333333	0.272727	1	2	1
BodyComposition	BodyComposition	0.333333	0.333333	2	3	1
BodyComposition	Face	0.333333	0.625	1	2	1
BodyComposition	HIV_1	0.333333	0.0512821	1	2	1
BodyComposition	NeuroticDisorders	0.333333	0.5	1	2	1
BodyComposition	PeripheralNervousSystemDiseases	0.333333	0.166667	1	2	1
BodyComposition	PlateletCount	0.333333	0.150943	1	2	1
BodyComposition	ReverseTranscriptaseInhibitors	0.333333	0.103448	1	2	1
BodyComposition	Schizophrenia	0.333333	0.396783	1	2	1
BodyComposition	Waist_HipRatio	0.333333	0.166667	1	2	1
BodyFatDistribution	BodyFatDistribution	0.294118	0.294118	12	17	5
BodyFatDistribution	CleftLip	0.294118	0.40625	1	6	5
BodyFatDistribution	CleftPalate	0.294118	0.419355	1	6	5
BodyFatDistribution	DiabetesMellitusType2	0.294118	0.149425	4	9	5
BodyFatDistribution	GRNproteinhuman	0.294118	0.375	1	6	5
BodyFatDistribution	MouthAbnormalities	0.294118	0.3125	1	6	5
BodyFatDistribution	Obesity	0.294118	0.176471	4	9	5
BodyFatDistribution	PolychlorinatedBiphenyls	0.294118	0.357143	1	6	5
BodyHeight	3_hydroxy_1_methylpropylmercapturicacid	0.339093	0.166667	3	5	2
BodyHeight	AcquiredImmunodeficiencySyndrome	0.339093	0.0263158	36	37	1
BodyHeight	Age_RelatedHearingImpairment1	0.339093	0.234375	12	20	8
BodyHeight	Agranulocytosis	0.339093	0.0169492	37	38	1
BodyHeight	AminoAcids	0.339093	0.147059	3	4	1
BodyHeight	ArthritisPsoriatic	0.339093	0.0181818	37	38	1
BodyHeight	ArthritisRheumatoid	0.339093	0.208633	7	8	1
BodyHeight	Asthma	0.339093	0.229885	41	42	1
BodyHeight	Astigmatism	0.339093	0.5	1	2	1
BodyHeight	BehcetSyndrome	0.339093	0.0909091	37	38	1
BodyHeight	BloodCells	0.339093	0.285714	2	3	1
BodyHeight	BloodPressure	0.339093	0.289116	14	18	4
BodyHeight	BodyHeight	0.339093	0.339093	300	463	163
BodyHeight	BodyMassIndex	0.339093	0.365989	68	149	81
BodyHeight	BodyWeight	0.339093	0.335878	4	5	1
BodyHeight	BodyWeightsandMeasures	0.339093	0.272727	2	3	1
BodyHeight	BoneDensity	0.339093	0.231405	10	15	5
BodyHeight	Breast	0.339093	0.357143	3	13	10
BodyHeight	BreastNeoplasms	0.339093	0.298319	47	58	11
BodyHeight	C_ReactiveProtein	0.339093	0.11194	46	47	1
BodyHeight	CarcinomaBasalCell	0.339093	0.329412	36	37	1
BodyHeight	CarcinomaNon_Small_CellLung	0.339093	0.3	5	9	4
BodyHeight	CarcinomaRenalCell	0.339093	0.428571	1	2	1
BodyHeight	CarotidArteryDiseases	0.339093	0.266667	1	2	1
BodyHeight	Cholesterol	0.339093	0.231527	8	9	1
BodyHeight	CholesterolHDL	0.339093	0.253472	16	19	3
BodyHeight	CholesterolLDL	0.339093	0.366102	15	26	11
BodyHeight	CleftLip	0.339093	0.40625	2	3	1
BodyHeight	CleftPalate	0.339093	0.419355	2	3	1
BodyHeight	Clozapine	0.339093	0.0227273	37	38	1
BodyHeight	CornealTopography	0.339093	0.632353	2	3	1
BodyHeight	CoronaryDisease	0.339093	0.338983	6	7	1
BodyHeight	Creatinine	0.339093	0.324675	4	10	6
BodyHeight	CrohnDisease	0.339093	0.254826	43	44	1
BodyHeight	Crown_RumpLength	0.339093	0.5	2	4	2
BodyHeight	Cytokines	0.339093	0.571429	8	9	1
BodyHeight	DeathSuddenCardiac	0.339093	0.142857	4	7	3
BodyHeight	DentalCaries	0.339093	0.411765	1	2	1
BodyHeight	DepressiveDisorder	0.339093	0.152778	5	6	1
BodyHeight	DermatitisAtopic	0.339093	0.110092	37	38	1
BodyHeight	Diuretics	0.339093	0.428571	1	4	3
BodyHeight	DrugHypersensitivitySyndrome	0.339093	0.0185185	38	39	1
BodyHeight	Eating	0.339093	0.5	1	3	2
BodyHeight	Echocardiography	0.339093	0.349398	5	8	3
BodyHeight	Education	0.339093	0.317881	6	17	11
BodyHeight	Electrocardiography	0.339093	0.3	12	14	2
BodyHeight	Endometriosis	0.339093	0.333333	1	2	1
BodyHeight	ErythrocyteCount	0.339093	0.27907	2	6	4
BodyHeight	ErythrocyteIndices	0.339093	0.252427	3	10	7
BodyHeight	Eyebrows	0.339093	0.171429	2	3	1
BodyHeight	FracturesBone	0.339093	0.333333	1	4	3
BodyHeight	GastrointestinalMicrobiome	0.339093	0.240506	3	4	1
BodyHeight	GlomerularFiltrationRate	0.339093	0.288889	4	10	6
BodyHeight	GlomerulonephritisMembranous	0.339093	0.0208333	37	38	1
BodyHeight	Glucose	0.339093	0.244898	5	6	1
BodyHeight	Gout	0.339093	0.397059	4	6	2
BodyHeight	HIV_1	0.339093	0.0512821	37	38	1
BodyHeight	Hematocrit	0.339093	0.317073	5	9	4
BodyHeight	HemoglobinAGlycosylated	0.339093	0.285714	3	4	1
BodyHeight	Hemoglobins	0.339093	0.35	2	6	4
BodyHeight	HepatitisCChronic	0.339093	0.208333	1	2	1
BodyHeight	Hip	0.339093	0.439114	48	129	81
BodyHeight	Hypothyroidism	0.339093	0.192308	2	3	1
BodyHeight	Insulin	0.339093	0.0882353	3	4	1
BodyHeight	Interferons	0.339093	0.333333	1	2	1
BodyHeight	JointInstability	0.339093	0.571429	4	5	1
BodyHeight	Leprosy	0.339093	0.0425532	37	38	1
BodyHeight	LeukemiaLymphocyticChronicB_Cell	0.339093	0.191176	3	4	1
BodyHeight	LeukocyteCount	0.339093	0.117647	1	2	1
BodyHeight	Leukocytes	0.339093	0.0136986	37	38	1
BodyHeight	LinoleicAcid	0.339093	0.852941	2	53	51
BodyHeight	Lipids	0.339093	0.303571	4	7	3
BodyHeight	LungVolumeMeasurements	0.339093	0.219178	10	11	1
BodyHeight	LupusErythematosusSystemic	0.339093	0.255605	43	44	1
BodyHeight	LymphomaLargeB_CellDiffuse	0.339093	0.0238095	36	37	1
BodyHeight	MacularDegeneration	0.339093	0.454545	8	14	6
BodyHeight	Melanoma	0.339093	0.285714	1	2	1
BodyHeight	MentalHealth	0.339093	0.272727	2	4	2
BodyHeight	Metabolism	0.339093	0.375839	8	9	1
BodyHeight	Mortality	0.339093	0.23913	4	5	1
BodyHeight	MotorActivity	0.339093	0.666667	1	3	2
BodyHeight	MyastheniaGravis	0.339093	0.2	1	2	1
BodyHeight	MyopiaDegenerative	0.339093	0.173913	2	3	1
BodyHeight	NasopharyngealNeoplasms	0.339093	0.038961	36	37	1
BodyHeight	NephroticSyndrome	0.339093	0.666667	1	3	2
BodyHeight	Neutrophils	0.339093	0.0612245	37	39	2
BodyHeight	OsteitisDeformans	0.339093	0.3	1	2	1
BodyHeight	ParkinsonDisease	0.339093	0.276596	2	3	1
BodyHeight	PlateletCount	0.339093	0.150943	43	44	1
BodyHeight	PlateletFunctionTests	0.339093	0.321212	20	28	8
BodyHeight	PolycysticOvarySyndrome	0.339093	0.366667	2	3	1
BodyHeight	Primaryamyloidosis	0.339093	0.333333	1	2	1
BodyHeight	Psoriasis	0.339093	0.222222	44	47	3
BodyHeight	ReproductiveBehavior	0.339093	0.0909091	1	4	3
BodyHeight	RespiratoryFunctionTests	0.339093	0.179487	9	12	3
BodyHeight	Schizophrenia	0.339093	0.396783	52	115	63
BodyHeight	Sleep	0.339093	0.125	3	4	1
BodyHeight	Smoking	0.339093	0.258824	6	11	5
BodyHeight	Survival	0.339093	0.238095	4	5	1
BodyHeight	TetralogyofFallot	0.339093	0.5	1	3	2
BodyHeight	ThyroidHormones	0.339093	0.0232558	36	37	1
BodyHeight	Thyrotropin	0.339093	0.125	3	4	1
BodyHeight	Tonsillectomy	0.339093	0.128571	39	40	1
BodyHeight	TouretteSyndrome	0.339093	0.916667	1	12	11
BodyHeight	Triglycerides	0.339093	0.279279	45	47	2
BodyHeight	UricAcid	0.339093	0.325581	7	16	9
BodyHeight	VaccinePotency	0.339093	0.49375	8	9	1
BodyHeight	VascularCalcification	0.339093	0.232558	2	3	1
BodyHeight	VenousThromboembolism	0.339093	0.125	7	9	2
BodyHeight	Vitiligo	0.339093	0.0862069	37	38	1
BodyHeight	WaistCircumference	0.339093	0.571429	39	120	81
BodyHeight	Waist_HipRatio	0.339093	0.166667	8	9	1
BodyHeight	beta2_Microglobulin	0.339093	0.038961	37	38	1
BodyHeight	blood	0.339093	0.166667	1	2	1
BodyMassIndex	1_Alkyl_2_acetylglycerophosphocholineEsterase	0.365989	0.333333	4	7	3
BodyMassIndex	Adiponectin	0.365989	0.111111	2	3	1
BodyMassIndex	Age_RelatedHearingImpairment1	0.365989	0.234375	8	10	2
BodyMassIndex	Angiotensin_ConvertingEnzymeInhibitors	0.365989	0.0909091	2	3	1
BodyMassIndex	Anthropometry	0.365989	0.2	1	2	1
BodyMassIndex	ArthritisJuvenile	0.365989	0.444444	2	6	4
BodyMassIndex	ArthritisRheumatoid	0.365989	0.208633	8	9	1
BodyMassIndex	Asthma	0.365989	0.229885	6	10	4
BodyMassIndex	AtrialFibrillation	0.365989	0.229167	27	37	10
BodyMassIndex	AttentionDeficitDisorderwithHyperactivity	0.365989	0.272727	3	5	2
BodyMassIndex	Autoantibodies	0.365989	0.4	3	4	1
BodyMassIndex	AutoimmuneDiseases	0.365989	0.346939	1	5	4
BodyMassIndex	Biomarkers	0.365989	0.130435	6	8	2
BodyMassIndex	BipolarDisorder	0.365989	0.313253	5	7	2
BodyMassIndex	BloodFlowVelocity	0.365989	0.1	4	5	1
BodyMassIndex	BloodPressure	0.365989	0.289116	44	60	16
BodyMassIndex	BloodUreaNitrogen	0.365989	0.111111	2	3	1
BodyMassIndex	BodyHeight	0.365989	0.339093	68	149	81
BodyMassIndex	BodyMassIndex	0.365989	0.365989	342	541	199
BodyMassIndex	BodyWeight	0.365989	0.335878	35	45	10
BodyMassIndex	BodyWeightsandMeasures	0.365989	0.272727	3	4	1
BodyMassIndex	BoneDensity	0.365989	0.231405	12	22	10
BodyMassIndex	BrainDiseases	0.365989	0.333333	1	2	1
BodyMassIndex	BreastNeoplasms	0.365989	0.298319	9	10	1
BodyMassIndex	BronchodilatorAgents	0.365989	0.172932	12	15	3
BodyMassIndex	CeliacDisease	0.365989	0.3125	1	5	4
BodyMassIndex	ChildDevelopmentDisordersPervasive	0.365989	0.166667	3	5	2
BodyMassIndex	CholangitisSclerosing	0.365989	0.40625	2	3	1
BodyMassIndex	Cholesterol	0.365989	0.231527	41	58	17
BodyMassIndex	CholesterolHDL	0.365989	0.253472	57	78	21
BodyMassIndex	CholesterolLDL	0.365989	0.366102	21	27	6
BodyMassIndex	CleftLip	0.365989	0.40625	4	5	1
BodyMassIndex	CleftPalate	0.365989	0.419355	4	5	1
BodyMassIndex	ClinicalLaboratoryTechniques	0.365989	0.2	1	2	1
BodyMassIndex	CognitionDisorders	0.365989	0.230769	2	3	1
BodyMassIndex	CognitiveDysfunction	0.365989	0.212121	1	2	1
BodyMassIndex	ColitisUlcerative	0.365989	0.298507	8	15	7
BodyMassIndex	ColorectalNeoplasms	0.365989	0.296296	5	8	3
BodyMassIndex	CommonVariableImmunodeficiency	0.365989	0.382353	1	5	4
BodyMassIndex	CornealTopography	0.365989	0.632353	2	17	15
BodyMassIndex	CoronaryArteryDisease	0.365989	0.5	7	11	4
BodyMassIndex	CoronaryDisease	0.365989	0.338983	34	49	15
BodyMassIndex	Creatinine	0.365989	0.324675	7	10	3
BodyMassIndex	CrohnDisease	0.365989	0.254826	12	18	6
BodyMassIndex	Crown_RumpLength	0.365989	0.5	2	3	1
BodyMassIndex	Cytokines	0.365989	0.571429	4	5	1
